Iteration,UserSide1_ns,BankSide_ns,UserSide2_ns
1063,381778,390528,470689
1064,365791,377861,471994
1065,360064,379919,465896
1066,349707,379835,458800
1067,353373,403242,459971
1068,354492,395330,472551
1069,368670,402357,467047
1070,364395,395758,470359
1071,352604,389803,447670
1072,346377,382468,462151
1073,357630,390828,469248
1074,365091,378757,452926
1075,350793,380827,463823
1076,357502,384009,450801
1077,358451,375158,456263
1078,353068,386496,469774
1079,364935,394055,458778
1080,355434,381204,462284
1081,359618,399945,454103
1082,347999,377306,455407
1083,355781,374537,453660
1084,348134,389698,462995
1085,356142,379670,455910
1086,419454,404061,459244
1087,362525,409063,449813
1088,351071,382779,451332
1089,360402,392344,468450
1090,360173,396220,493694
1091,363985,424202,465599
1092,356612,382376,457329
1093,356804,383441,458791
1094,348425,387211,449833
1095,352410,388027,464676
1096,347234,387915,451543
1097,346905,377585,462226
1098,355378,384626,461058
1099,351551,473031,471159
1100,400692,424100,595096
1101,386045,419488,461258
1102,365338,380665,455802
1103,349916,388285,492875
1104,352649,390317,461856
1105,361609,378393,456772
1106,351767,372897,476917
1107,353986,395521,453224
1108,354014,395050,449145
1109,347311,381867,455753
1110,351260,378616,453492
1111,355514,380685,463929
1112,348412,562961,491259
1113,365033,388289,457711
1114,362976,381516,486925
1115,356525,385995,476438
1116,357614,402544,455510
1117,354451,381348,460034
1118,351297,384854,461971
1119,351875,378901,459218
1120,364444,384701,451718
1121,358060,376901,462640
1122,351690,373294,444430
1123,351560,377121,450679
1124,347285,377839,457225
1125,348285,448864,564548
1126,381769,408991,558893
1127,387240,409320,473104
1128,358650,386939,458897
1129,356823,380801,464794
1130,353590,380283,472446
1131,348930,383110,453814
1132,350296,387250,449089
1133,346194,375658,458727
1134,360700,378198,459884
1135,356955,390708,469443
1136,364982,387924,469068
1137,361727,525707,470969
1138,354093,426738,585381
1139,378747,409132,471461
1140,358207,403231,451893
1141,354490,383484,449120
1142,356400,381399,449490
1143,349023,381372,470793
1144,352196,388755,461605
1145,358406,376161,449586
1146,340028,377165,462758
1147,350352,384197,452643
1148,353424,391486,459273
1149,349584,383321,499115
1150,378114,385862,469105
1151,368628,388646,596593
1152,411820,429872,547444
1153,385018,433182,471994
1154,365368,396452,456683
1155,364270,387684,462309
1156,349001,383443,477945
1157,360250,408891,472648
1158,358148,384307,464457
1159,355340,391804,466851
1160,356500,410616,465701
1161,364529,386414,556917
1162,360514,396580,462659
1163,357805,381142,444299
1164,356699,385185,456366
1165,352809,376002,463036
1166,355493,386640,495550
1167,354185,385445,469810
1168,347709,378232,469499
1169,358069,394081,460734
1170,345041,378148,456824
1171,356555,390581,459695
1172,356825,386952,456314
1173,349107,377607,457054
1174,354897,382725,453896
1175,351021,392212,462592
1176,353536,384274,465553
1177,357664,394745,551788
1178,354802,439655,566516
1179,384094,410280,475077
1180,352119,380226,447539
1181,348432,392864,454874
1182,356163,387403,452374
1183,349180,370608,449694
1184,347400,381902,460372
1185,350352,388778,499009
1186,356837,392256,455318
1187,349435,384855,463173
1188,348629,382719,450686
1189,345929,388403,444751
1190,344731,387842,587496
1191,359737,390421,492810
1192,452334,418266,486534
1193,360459,406993,470761
1194,356962,390961,473820
1195,355862,389899,453923
1196,355567,376531,465293
1197,357087,383938,454818
1198,364168,383436,457624
1199,352921,374108,463751
1200,360095,386755,457227
1201,355833,395644,464527
1202,357594,385222,460768
1203,353853,376777,549647
1204,359843,393525,532814
1205,473440,418389,490130
1206,351754,378949,462461
1207,356131,387297,459676
1208,353129,391129,466806
1209,379201,386518,467407
1210,355468,378227,452923
1211,353581,394993,459585
1212,349306,382410,455221
1213,346211,380169,448368
1214,345470,389259,450956
1215,347004,396660,453779
1216,349219,381212,534583
1217,357350,429892,525769
1218,463127,413780,484627
1219,349020,385905,466704
1220,364039,393552,460350
1221,373092,380883,454618
1222,346462,371822,471419
1223,360562,399669,453219
1224,351310,393134,450725
1225,345643,380866,461965
1226,354094,378719,462064
1227,355965,386305,471859
1228,364227,403129,455284
1229,355523,378594,583959
1230,371206,476353,477158
1231,481518,409521,508065
1232,397814,388053,468108
1233,354422,382340,600105
1234,372504,389544,465456
1235,372227,387652,452076
1236,347959,376338,466900
