Iteration,Payee1_ns,Bank1_ns,Payee2_ns,Bank2_ns,Payee3_ns,Bank3_ns
9081,2642273,6935581,649878,678329,747677,4925770
9082,3587179,6510745,627067,637997,733774,5003903
9083,2646285,6438085,634372,667875,750977,4694618
9084,2636508,6443439,636882,663434,739200,4677671
9085,2625402,6452201,648690,657800,750614,4931198
9086,2648742,6366905,632668,646922,759003,4813449
9087,2656681,6672072,646783,658291,736575,4791339
9088,2855813,6898058,642955,671436,736214,4923249
9089,2615831,6888932,644651,661954,736259,4688446
9090,2660563,6565595,639041,673173,733520,4790982
9091,2604338,6618928,649075,655528,750983,4763047
9092,2665078,6445268,653786,666576,755371,4863241
9093,2606801,6429770,650577,664243,759520,5346311
9094,2671756,6435473,636743,695400,730576,4819981
9095,2728950,6717850,638763,652583,743393,4838891
9096,2609408,6537236,664038,668193,751147,4851268
9097,2595484,6399275,644257,678914,761766,4876832
9098,2664188,6612489,642691,714608,745247,4744259
9099,2561948,6414953,659054,688883,730408,4674622
9100,2562670,6841602,658555,654755,740018,5005702
9101,2661852,6471517,639187,656290,766875,4527034
9102,2567521,6402319,646866,739139,736791,4749033
9103,2609510,6525571,636665,664168,740008,4732694
9104,3049212,6526280,636228,672685,742822,4880223
9105,2881217,6443427,622808,662914,742601,4730640
9106,2708935,6645981,636390,660174,752519,4791835
9107,2676501,6903722,655581,658040,735473,5032687
9108,3065630,6470794,636846,651098,741293,6229397
9109,2592385,6397311,657660,648269,742964,5087138
9110,2632991,6537252,652732,658305,736445,4787385
9111,2624917,6427014,646170,661959,766542,5036449
9112,2647568,6475883,626486,640595,751081,5017177
9113,2685630,6553257,651512,668155,736146,5001047
9114,2675382,6481251,637509,647037,749576,5500754
9115,2606242,6384945,631015,660458,744008,4939471
9116,2687487,6324632,631709,673254,762466,4843343
9117,2609321,6494458,619996,640876,744426,4972911
9118,2566460,6345859,645484,686491,747552,4976131
9119,2685977,6575196,653417,652390,754590,5736594
9120,2665272,6426198,630240,653767,739074,5042564
9121,2701503,6618008,651085,702991,737616,4987372
9122,2623636,6371791,633950,669692,742615,4955780
9123,2634391,6542539,641218,653677,911217,4819455
9124,2809367,6455704,630188,651899,747110,4887311
9125,2601849,6411580,641360,648192,749924,4879110
9126,2662755,6551076,701815,652827,760589,5254196
9127,2708156,6462072,681068,682403,759983,4952065
9128,2638493,6363673,638141,752055,744130,4678199
9129,2642318,6460601,649377,679182,765460,4643129
9130,2634573,6447773,637840,662652,747917,4752440
9131,2647103,6526211,638723,659637,742078,4669884
9132,2637980,8212336,649284,648582,738942,4908236
9133,2611133,6477348,631050,650426,740896,5013533
9134,2769812,6348192,713099,654298,763614,5403722
9135,2679982,6404066,635506,659973,736835,4979352
9136,2800284,6355662,643607,655478,733089,5169108
9137,2784149,6658462,648706,667060,738722,5135478
9138,2621873,6645166,662039,683363,754643,5028770
9139,2667018,6487091,656181,709386,738858,4927624
9140,2624822,6413109,650732,674827,772071,5089739
9141,2660378,6631275,660653,662827,737355,4863564
9142,2651069,6835109,660133,659556,744739,5220694
9143,2665917,6705222,658686,656810,740342,4975349
9144,2660717,6550516,648435,653170,743208,5147103
9145,2649348,6677446,645890,676770,728764,4961572
9146,2649352,6412566,646059,647018,743203,5148142
9147,2658273,6395046,642456,677939,761107,4845439
9148,2738647,6450986,653860,673001,748302,5256714
9149,2649501,6443552,634652,663654,762985,5198984
9150,3546576,6612471,644256,668801,744781,4930260
9151,2652556,6508041,693251,805574,779757,6003464
9152,2613174,6439228,677856,827692,750999,5250828
9153,2676777,6507285,631391,654773,755546,4745759
9154,2721645,6550972,630595,667519,747702,5051242
9155,2629361,6499657,682454,640591,772173,5117041
9156,2642143,6463995,625437,647226,756252,4991640
9157,2638221,6342893,652400,649007,792644,5281441
9158,2990135,6521710,680125,679680,752730,5018275
9159,2595613,6469749,627034,656875,754326,4945967
9160,2690411,6492042,751025,672876,738958,4860992
9161,2611760,6471335,640138,659949,740162,5619780
9162,2627537,6409344,683529,672867,747127,5265362
9163,2652188,6490219,643134,655183,753784,5057259
9164,2728420,6601173,637813,658941,741272,5068998
9165,2760054,6367788,646252,679643,744833,5060253
9166,2717460,6604646,654759,652534,731262,4995625
9167,2641575,6416689,635429,655554,746881,5085617
9168,2628137,6526852,649533,659646,790246,4942384
9169,2616565,6358067,716448,732951,739496,5446981
9170,3072078,6459050,652320,655655,740132,4903182
9171,2598077,6417750,629605,659864,739034,4633898
9172,2590818,6443934,644597,656982,741447,4536332
9173,2614408,6639095,650279,668812,756922,4977334
9174,2593748,6696791,665222,649366,739498,4861093
9175,2640448,6475506,628893,651794,740386,4682437
9176,2593811,6412944,638654,650574,741847,4689022
9177,2713194,6464356,628757,667413,756597,4630326
9178,2896288,6347507,639934,675065,745533,7355313
9179,2638541,6394580,634597,658640,744418,6909502
9180,2619819,6860797,643733,651816,755330,4878796
9181,2588130,6466392,646973,648763,741079,4709717
9182,2621985,6454735,622245,648532,746043,4650744
9183,2607739,6471311,653622,646663,754343,4788278
9184,2693863,6452641,637413,688594,745036,4638320
9185,2588843,6448955,640295,651698,728405,4890957
9186,2609912,6500691,630841,654468,727758,4673385
9187,2769684,6581102,688889,662714,739988,6156367
9188,2657131,6363378,631428,655701,721287,4930847
9189,2710330,6504996,656433,651594,745978,5363410
9190,2650710,6361811,638878,659763,728199,4950331
9191,2618945,6483447,636087,663536,756822,4693605
9192,2661228,6557074,650329,652485,754625,4803078
9193,2602685,6455253,646859,671618,750998,4759003
9194,2612414,6405333,636816,654691,802640,5652390
9195,2875989,6419889,644035,674304,743362,5110726
9196,2620627,6636785,647554,655268,737161,4571754
9197,2676476,6491958,637460,659043,774509,4736248
9198,2625020,6469780,645628,650377,737809,4702450
9199,2572628,6454923,638300,657144,739559,4627507
9200,2704001,6425915,641100,725594,748127,5107080
9201,2611279,6396193,643806,656697,743770,4941444
9202,2712492,6362961,661862,667583,737050,4833351
9203,2600862,6813360,657671,666687,771649,5048485
9204,2588647,6401052,713505,769510,743534,4822090
9205,2675955,6463302,697925,653987,773412,5102396
9206,2602819,7555313,1473329,1450220,1899442,10285695
9207,3522341,6596637,653664,664087,743780,6655384
9208,3284209,6453794,654760,666029,735909,4971021
9209,2618226,6450385,628838,646040,752207,4745976
9210,2611604,6379071,638087,661388,740745,4861102
9211,2591554,6364081,642161,687250,740885,4887151
9212,2616978,6396123,635208,663647,738251,4613822
9213,2728015,6499697,628440,680317,739529,4520540
9214,2620926,6574008,632107,667415,735455,4758264
9215,2618483,6480514,648506,675967,738341,4556787
9216,2580553,6395059,637748,649320,745464,4729550
9217,2756171,6485833,643700,655063,734478,4919636
9218,3168946,6299735,624416,682577,795032,5216669
9219,3003589,6472837,626232,650106,741603,4998211
9220,2614155,6552774,637320,640138,738876,4751815
9221,2609961,6349199,641230,643093,749417,4477267
9222,2635679,6482640,653756,662708,742823,4535584
9223,2622712,6377550,660343,674681,746372,4637630
9224,2683229,6403822,647107,669595,741356,4631983
9225,2659376,6513410,634290,654842,743548,6235623
9226,2764937,6442410,637368,654858,766109,5231888
9227,3159428,8228882,649009,657262,740890,4793403
9228,2666380,6558441,626113,673195,734539,4602915
9229,2683763,6455100,656936,663016,759997,4718488
9230,2596468,6355499,636628,643461,746339,4639790
9231,2614302,6373754,696305,683408,924249,4598406
9232,2593879,6345926,639455,771192,751799,4666028
9233,2698269,6437052,638636,651604,745912,4691386
9234,2786264,6679679,644102,684911,770286,4769152
9235,2613093,6603340,653051,669184,733090,5119261
9236,2643749,6438626,666971,653774,762624,4669071
9237,2611646,6445678,648029,671005,750415,4726897
9238,2698965,6496445,646542,656462,747212,4889018
9239,2662717,7200857,648872,686292,759921,4966782
9240,2772358,6913887,653502,660664,747214,4897997
9241,2652898,6851305,640668,677115,766122,5191089
9242,2668554,6417274,634536,680876,758769,4874037
9243,2606449,6573354,649002,667084,752634,4997795
9244,2635571,6606342,633731,663878,758935,4873965
9245,2657800,6412064,630333,659565,745714,5134513
9246,3594090,6509200,644438,641907,750576,4938998
9247,2620009,6431421,644136,665241,732055,4855321
9248,2816661,6397803,630748,655456,748187,5058310
9249,2715392,6375672,628254,641773,730143,4460122
9250,2608748,6098248,631435,621823,694289,4654188
9251,2495241,6164456,596407,623432,714071,4414852
9252,2496290,6025766,621017,626558,713040,4515994
9253,2700675,6220420,608328,617477,700229,4591848
9254,2687889,6082665,607986,642240,718745,4836322
9255,2562081,6133346,632424,620401,720777,4638717
9256,2490138,6093649,651834,648592,700557,4527909
9257,2481566,6184800,606799,616739,716055,4497726
9258,2491939,6064442,623673,643874,700571,4499452
9259,2482985,6157459,621224,633808,724691,4539966
9260,2511947,6155171,607197,654693,712161,5184379
9261,2660219,6383897,637668,632681,713482,5247886
9262,3346751,6160944,596069,642704,709438,5251009
9263,2524204,10892388,1476434,1534152,1401220,7568262
9264,2539319,6160757,609855,632038,716748,5201409
9265,4459956,6123844,642411,640961,697481,4866433
9266,2502953,6152974,621738,629969,717039,5654027
9267,2486898,6196505,603339,621562,719152,5564108
9268,4261639,7694538,626440,625416,710090,4650298
9269,2478998,6059693,620885,622100,710092,4765500
9270,2469576,6146094,613029,659581,723131,4741957
9271,2500941,6131894,605880,622291,737554,4744623
9272,3378338,6328989,606958,626330,710904,4660723
9273,2461890,6182526,630520,621892,696843,4938904
9274,2567150,6279119,618656,618231,687991,4502250
9275,2475364,6557146,628127,637022,701930,4656180
9276,2732104,6417949,609082,631616,702739,4748352
9277,2507665,6108187,615732,631800,710140,4564121
9278,2497513,6108134,603861,626844,719551,4715604
9279,2517554,6711070,625796,623691,703991,4520966
9280,3346083,6547421,615650,611299,718510,4576757
9281,2584974,6171106,624031,630916,717713,4555710
9282,2544015,6146363,611830,628468,719067,4606472
9283,2784824,6121614,623025,622954,696379,4622151
9284,2659021,6167736,617993,657196,707960,4559817
9285,2514668,6203043,620571,634529,718752,4650011
9286,2558313,6175978,606469,627985,703328,4575529
9287,2592021,6171184,611853,623820,712532,4608807
9288,2561348,6180879,607621,637613,702197,4704707
9289,2541484,6092931,601839,618688,708082,4600963
9290,2513743,6116857,602826,627323,690405,4701217
9291,2575071,6041573,606163,633399,867275,5707600
9292,2902503,6131427,591729,627786,696830,4961289
9293,2474578,6219596,608766,621679,707809,4768932
9294,2546901,6096141,606231,623881,706925,4725129
9295,2514234,6171535,610877,618353,717054,5111652
9296,2523245,6228500,614405,619715,720109,4956217
9297,2518671,6212515,625205,625003,706093,4913194
9298,2571020,6076645,611032,632616,768381,4934575
9299,2476155,6061014,595206,630161,706871,4818108
9300,2523692,6164802,621592,640669,695107,4862176
9301,2519707,6140997,590619,604755,742831,4642787
9302,2481890,6151573,613482,618323,719853,4509232
9303,2459339,6084233,609073,618648,710222,4603703
9304,2537445,6170983,621160,622372,697014,4471149
9305,2516230,6405444,612919,624219,706314,5233217
9306,2514540,6543348,627151,633888,723215,4777111
9307,2553799,6282501,655522,700912,869362,4639387
9308,2454046,6108584,731183,711536,713007,4755358
9309,2646554,6114258,649577,648987,722611,4656798
9310,2545984,6164600,629797,635917,712648,4675168
9311,2561085,6186154,620250,667556,709874,4655332
9312,2511127,6133408,621114,630015,710935,4844855
9313,2478936,6688346,693184,709965,712437,4798328
9314,2536701,6563785,603501,625813,692492,4556240
9315,2510281,6127882,633649,622375,694203,4485923
9316,2534518,6181092,620064,616385,684730,4705045
9317,2487306,6290378,626100,614327,719218,4806691
9318,2499271,6618768,618176,641669,711245,4583446
9319,2520678,6596908,612372,625457,708060,4778418
9320,2526233,6161779,606792,648421,702316,4459503
9321,2491614,6115918,638657,620817,708063,4493761
9322,2474844,6147741,609469,639013,701195,4668334
9323,2462936,6095904,602786,618303,703682,4747069
9324,2543916,6088471,607382,637825,740815,4615195
9325,2515961,6376568,616938,616668,692725,4725635
9326,2497702,6443025,614217,611993,701509,4688890
9327,2607931,6555981,611041,628459,699373,4789829
9328,2725852,6500607,593918,633736,748606,4754825
9329,2768804,6131908,597762,628770,708838,4757277
9330,3009262,6205584,613679,628579,710308,4636641
9331,2840350,6132345,627860,630547,724737,4946381
9332,2698690,6159702,614322,632397,703104,4788869
9333,2501882,6227576,614550,625949,729016,4698219
9334,2484849,6091270,801461,659219,720647,5450354
9335,2495358,6248615,620093,638859,719793,4888971
9336,2610679,6367741,633482,642056,716523,4989986
9337,2526388,6311084,600751,634395,699506,5024011
9338,2524278,6091137,611594,607505,697129,5062216
9339,2586270,6126817,607469,723610,705614,7135116
9340,2505379,6041874,651212,973989,704932,4742723
9341,2494187,6164096,695821,660201,703546,4675054
9342,2542573,6159871,625782,647092,727706,13146386
9343,2557581,6147763,633128,673708,717719,4738338
9344,2525841,6136113,604580,618121,699102,6208740
9345,2536026,6134216,657705,645582,724933,5236777
9346,2624036,6167792,613139,625338,690512,5409564
9347,2542663,6189814,603025,622130,724164,5074025
9348,2630414,6297046,625697,668043,750712,4890667
9349,2608396,6223650,624215,642241,718115,4989778
9350,2480725,6453351,641764,651741,712968,4940652
9351,2592414,6408807,640015,647396,721023,5154333
9352,2535540,6293463,626623,627413,705401,5016459
9353,2587290,6081314,619345,646286,780593,5099330
9354,2741219,6172800,602782,627918,709762,5153812
9355,2561365,6195780,628129,616621,716291,5266792
9356,2596119,6165043,597080,619124,711371,4923562
9357,2523685,6506235,623631,621329,684624,6057719
9358,2731634,6348061,624883,635968,720263,5300813
9359,2945512,6263151,610245,623574,713626,5230994
9360,2687501,6151600,636994,624001,761098,5486766
9361,2641966,6142768,616465,631859,730921,5201153
9362,2651788,6225165,617753,635691,704212,5103058
9363,2498099,6178275,611053,629588,718231,5459414
9364,3532583,6112470,618322,643973,712483,5216190
9365,2680132,6372333,634948,659425,695682,5132826
9366,3366227,6292494,715268,650976,701131,5049203
9367,2864034,6250378,633412,643494,711860,5205129
9368,2583825,6143810,613886,628430,716723,4842587
9369,2652129,6530286,610474,645989,696284,4920030
9370,2511300,6261958,617964,640084,707134,5009119
9371,2493051,7237182,663559,690029,742441,5108847
9372,2668327,6165158,605969,625851,711125,5017914
9373,2649664,6098212,612426,617908,701295,4962181
9374,2547025,6078287,607585,619103,720013,4786336
9375,2518795,6147883,621312,612510,685012,5083669
9376,2518802,6331646,619906,610190,745073,5155370
9377,3241789,6394186,618561,624436,715884,5213274
9378,2692420,6243649,641128,627689,707767,5235578
9379,2548816,6166667,628594,619775,741840,4944041
9380,3345942,6087171,612513,638866,711072,5004712
9381,2567835,6177496,679444,627600,704743,5130806
9382,2511625,6102380,636791,620883,719509,4991133
9383,3408417,6452777,689928,629463,705278,5173877
9384,2669446,6310289,617622,628576,722180,4707162
9385,2479836,6073418,612652,617235,715974,4977921
9386,2544538,6438922,625179,645719,776795,4528952
9387,2496019,6425278,606223,625055,700874,4660074
9388,2601468,6188134,607631,638645,719577,4600145
9389,2520447,6472368,602223,689091,698499,4805605
9390,2468507,6120565,599516,624627,719058,4670000
9391,2536347,6138569,605909,653344,700938,4877837
9392,2578521,6143095,607107,623347,717759,4630382
9393,2654974,6050317,658885,679279,709120,4952069
9394,2793819,7010192,675212,645535,698070,5177707
9395,2441380,6153939,615073,625743,710147,4620658
9396,2543470,6237726,620962,635056,708023,4838120
9397,2516360,6195047,620062,627090,693599,4955649
9398,2627381,6124871,629067,626835,702580,4845704
9399,2482559,6070546,615191,623398,711776,4925986
9400,2538068,6298655,612841,627052,707256,5294715
9401,2543445,6160089,606603,641451,709368,4974266
9402,2466705,6046122,601180,655519,693014,5084442
9403,2477853,6229824,601115,631951,704985,4641744
9404,2480359,6350251,610480,615865,721189,4791915
9405,2482267,6075898,616985,616021,717263,5084279
9406,2545982,6144465,621584,635391,705928,4669134
9407,2802450,6206157,608291,618533,714319,4905880
9408,2510991,6104922,605986,628404,703749,4779569
9409,2477472,6030427,623821,649717,707168,5028113
9410,2469110,6110553,638979,630497,701809,4933336
9411,2536028,6100351,599650,651553,699791,4930691
9412,2505108,6226519,630796,643420,710879,4767502
9413,2513628,6313600,614262,637039,717456,4770197
9414,2575276,6174476,610647,630921,700348,4727707
9415,2461219,6180779,600760,624404,706649,4766055
9416,2485578,6574322,619922,617594,718810,4719203
9417,2466425,6137878,606840,629878,705710,5035169
9418,2765386,6164236,611305,637187,720009,4656567
9419,2710093,6255532,623666,625521,705644,4983390
9420,2486770,6242429,615529,640299,700365,4752743
9421,2543330,6146978,611305,628869,708620,9179177
9422,2500480,6159395,604894,616917,707181,4635641
9423,2696643,6267358,615601,645495,701120,4778701
9424,2585781,6243575,598658,631001,709235,4872388
9425,2496925,6377917,617970,640535,707244,5113862
9426,2642082,6169883,614930,615526,706676,4962840
9427,2502903,6194905,606588,628699,707960,4836568
9428,2557298,6181358,603549,631923,730479,4877101
9429,2559173,6223292,614305,623273,713625,5074750
9430,2518441,6177429,617913,625458,721431,4834007
9431,2544357,6151317,790044,621147,700173,4905145
9432,2493032,6162132,616651,640691,752943,4866661
9433,2584951,6125623,599671,731344,726539,4918806
9434,2548113,6211948,618156,637014,726383,4752439
9435,2567034,6212255,638507,649448,725505,4935207
9436,2520106,6448515,607892,612740,701326,4662260
9437,2514384,6219564,837247,786155,692763,4603424
9438,2533306,6536439,612402,645026,703136,5186969
9439,3379139,6513140,629273,628910,712684,4886246
9440,2497273,6606919,685988,644161,722925,4893994
9441,2526978,6204179,602713,623283,688982,4510716
9442,2524138,6122570,629694,644807,729438,4579650
9443,2479196,6347289,620763,629433,712759,4475492
9444,2500377,6380419,617360,671158,693738,4698126
9445,2481096,6339136,614445,611697,691515,4459501
9446,2522367,6379115,623651,639131,717780,4860997
9447,2525277,6122830,607754,617382,692171,4859056
9448,2463978,6093639,616643,627389,709048,4610659
9449,2477579,6148570,594041,620404,699662,4621615
9450,2637927,6224310,606800,676811,698063,4708652
9451,2537969,6160296,614551,624560,712729,4690977
9452,2491916,6934835,616288,640443,697563,5418034
9453,2533972,6162743,623649,630873,704572,5232581
9454,3013271,6135386,602480,616911,723146,6119820
9455,3365718,6120966,618073,642045,728029,6161938
9456,2516007,6145380,654181,641805,711017,5349732
9457,3281534,7106310,1202949,1349648,853255,7329741
9458,3212283,6356817,615457,625303,733095,5306849
9459,2448161,6156753,608893,628966,720510,4960982
9460,2647233,6475546,674611,648672,706494,6011331
9461,3374300,6118345,642671,646753,726943,4856159
9462,2526728,6180455,600984,624999,711772,5431827
9463,3377431,6355301,657133,642600,765756,5063526
9464,2749232,6567506,880030,648308,800247,6259720
9465,2581355,6221420,613905,659167,713119,4956391
9466,2569893,6307606,617377,646991,716394,4963262
9467,2566818,6222684,617316,662109,727000,4882064
9468,2542257,6230534,614993,638119,817292,5063754
9469,2565998,6352487,624546,649168,715538,4958644
9470,2549210,6225483,628159,634530,720378,4567608
9471,2517882,6165098,607469,644051,721170,4507201
9472,2529134,6313499,611186,637565,722395,4543218
9473,2536987,6216717,619564,647484,717652,4903549
9474,2599461,6387602,624662,651289,724140,4684206
9475,2515876,6206193,632557,650972,722435,5189265
9476,2519824,6189357,614500,619343,753470,5315086
9477,3013772,6184278,614865,634391,723932,4573097
9478,2588412,6227725,616906,628939,718483,5081198
9479,3405829,6243225,626286,630756,701472,5108020
9480,2534100,6262959,621701,638141,718005,5300802
9481,2639950,6279789,613529,631031,729868,5656894
9482,2575702,6227279,606771,681509,720967,4635586
9483,2609366,6309707,639020,628358,714416,4665931
9484,2613230,6367729,633776,639224,704134,4743499
9485,2548402,6321496,633056,617794,738516,5194256
9486,2540795,6284838,658587,665034,730186,5965054
9487,2572292,6292092,609095,637059,717273,4928027
9488,2627464,6319514,635973,643180,792322,6252510
9489,2534694,6706171,612525,642689,729635,4711285
9490,2549837,6972543,632532,640988,754294,4874960
9491,2533061,6374818,611588,638787,706658,4719443
9492,2616332,6181570,606392,623238,701355,4738310
9493,2535765,6125803,609890,621819,729694,4537682
9494,2554050,6160471,639643,631341,719719,4945371
9495,2556648,6152391,622404,636952,716032,4711195
9496,2649986,6157942,612117,621457,720076,4815770
9497,2491514,6255421,610651,629928,722718,4616943
9498,2508938,6301968,603719,616433,715341,4709286
9499,2505176,6177953,624748,633886,723696,5277037
9500,2522308,6160995,598633,627896,707202,6103016
9501,2532534,6128240,617809,628822,715669,4808651
9502,2468831,6058810,612069,608313,693584,5163058
9503,2536429,6160796,607825,622296,701255,5053002
9504,2486395,6087898,590787,633272,742973,4857664
9505,2518269,6097271,611773,634884,707583,5349292
9506,2499905,6294024,605061,645310,712690,4682634
9507,2547010,6107206,598172,628140,712227,4678613
9508,2524811,6301761,617670,622185,700789,4742233
9509,2549299,6062985,646045,654396,777787,4527908
9510,2519494,6199622,602380,637615,717759,4951249
9511,2516549,6104443,609617,645298,736639,4892509
9512,2541317,6137029,611094,647385,700898,5078761
9513,2582689,6285715,606792,626990,724707,4670776
9514,2567410,6111991,619623,655773,712989,4647939
9515,2506970,6117316,612287,619768,703225,4605010
9516,2508522,6121983,593593,621545,722701,4737553
9517,2425632,6176161,599179,631566,706095,4566568
9518,2521079,6115043,609771,635853,715583,5581157
9519,2474229,6084447,611668,613238,691605,4548410
9520,2584044,6228413,611584,633053,719447,4649282
9521,2662631,6308657,625134,637376,715276,4553043
9522,2550177,6132187,610871,639950,712076,4670292
9523,2535940,6208794,620700,622473,701557,4862086
9524,2669959,6145358,626189,624741,706723,8515807
9525,2517984,7928016,1588944,650825,728132,5277902
9526,2584156,6061784,608681,630363,700531,4775696
9527,2543900,6088193,598169,615350,704222,5374281
9528,2499741,6068312,588559,638494,701587,5144042
9529,2494416,6101801,612900,621837,711989,5153862
9530,2457414,6064428,622355,619354,714528,4595333
9531,2460032,6068962,596723,632457,705425,4732184
9532,2508313,6134196,628833,637494,709323,4651449
9533,2503395,6117854,616018,689289,751689,9121727
9534,2483142,6303712,608773,631649,702588,4448057
9535,2511362,6141453,626094,624476,720871,4737951
9536,2693696,6196664,619788,626913,714847,4778345
9537,2516794,6767474,628693,622111,701548,5528696
9538,2495523,6371848,623826,627225,711647,4610141
9539,2486333,6380083,624824,635529,698870,4584976
9540,2563805,6259451,641743,640020,707972,4444607
9541,2571305,6386178,621593,633193,713227,4577197
9542,2503828,6197477,614665,634070,747045,4671157
9543,2649667,6229457,601570,615450,708849,4446850
9544,2654204,6187010,617951,627889,720054,4835025
9545,2645799,6043770,597126,614878,706179,6631214
9546,3164499,6088725,606996,634479,710057,5205555
9547,2559689,6130568,594337,651071,761740,5484020
9548,2491106,6053587,629171,627153,713213,5765652
9549,3063173,6154289,614051,625589,700074,5005349
9550,2514065,6165038,601618,653101,755637,5019243
9551,2584591,6228998,619053,632879,705393,4565876
9552,2559383,6119032,599708,629237,715704,6755641
9553,2557085,6130969,598389,629547,708370,4694207
9554,2532529,6519879,605283,614146,733138,4688126
9555,2515335,6380406,639039,739153,721050,4689569
9556,2538858,6210585,602221,616160,709633,4603793
9557,2501932,6105805,617263,639417,705528,8099219
9558,2537262,6141163,619437,635968,716167,4855350
9559,2654895,6202782,603624,619899,706311,4694500
9560,2904657,6242218,635587,625699,711425,5292543
9561,2708841,6256529,621315,618698,697271,5220906
9562,2515939,6238153,634066,627252,710481,5111267
9563,2556563,6136769,601825,679571,701208,5011528
9564,2563514,6167173,607939,625813,713161,5237281
9565,2527115,6197443,621932,633764,715068,5261107
9566,2656001,6252012,610724,629439,697442,5233840
9567,2584220,6181960,617600,629333,730737,4851636
9568,2547809,6126930,611896,627652,714308,4898285
9569,2535613,6191301,595530,616348,704277,5072601
9570,2526530,6064896,642230,647546,719989,4702108
9571,2525597,6154126,644308,715129,749392,5540035
9572,2484644,6482057,647605,640706,717611,5134716
9573,2482072,6502252,625918,643342,714634,7148166
9574,2690260,6099990,619280,632532,756630,5570949
9575,3392713,6100134,599201,638332,706760,4843026
9576,2554212,6110935,621905,636210,758122,4828705
9577,3397856,6136164,619626,652007,710619,5065566
9578,2482124,6221297,618164,635681,702014,5250956
9579,3472031,6197202,634253,636154,723542,4951916
9580,2471455,6092906,618899,622222,716897,4811231
9581,2831015,6229584,626036,649969,725100,5652554
9582,2533373,6289755,626898,626024,718210,5368562
9583,2475681,6178814,636405,640781,708778,4954901
9584,2513173,6748022,764039,781853,762470,6061433
9585,2518075,6252441,634415,630599,713439,4903998
9586,2517830,6176511,616612,630474,752618,4840923
9587,2501939,6205916,627182,634877,718412,4737773
9588,2598304,6147125,626868,636233,697358,4784514
9589,2512722,6408468,617959,626168,714670,4933587
9590,2556185,6414538,610474,630619,708961,4749947
9591,2516623,6337340,611496,630813,703330,4777662
9592,2534634,6478749,624597,641634,705117,4724854
9593,2525359,6091241,605301,628509,710638,4754325
9594,2509372,6213659,614916,641954,706893,4540504
9595,2568768,6470383,628042,655324,733872,5331708
9596,2952982,6213870,629715,636016,720442,4901724
9597,3171434,6149990,602862,631173,696758,5130225
9598,2686068,6076618,613092,637835,726692,5776651
9599,2512357,6146717,593720,624114,707764,5049351
9600,2562150,6246653,639672,721056,713167,6337176
9601,2479147,6117813,605734,628749,709730,4999216
9602,2503894,6223621,627312,648756,733633,5255001
9603,2486249,6120951,614484,667368,720116,4668064
9604,2572708,6120698,617918,636340,717150,4485689
9605,2633843,6107302,615699,645515,759847,4719426
9606,2505275,6077154,630503,656679,718180,4711792
9607,2502727,6230340,627980,631929,712927,4595485
9608,2575474,6155752,631552,635983,696503,4538382
9609,2510564,6401995,640388,646409,712340,5323964
9610,2523172,6731016,1069537,1036805,797607,4691208
9611,2477052,6226495,623170,641068,707112,4864482
9612,2516698,6286098,610217,630367,729908,5718705
9613,2811638,6309667,624924,619656,702605,4613982
9614,2481624,6193208,608672,629173,734007,4814773
9615,2509112,6121783,610604,617603,716691,4705999
9616,2684818,6230662,607881,620513,706885,4795933
9617,2761317,6152942,609692,643060,719727,4579235
9618,2500250,6133800,619141,688198,711350,4836473
9619,2559719,6069382,641061,624131,741759,4556329
9620,2623457,6238618,615233,624900,709966,4540917
9621,2729745,6193808,630856,642150,709658,4491049
9622,2589847,6280918,607648,634581,708704,4399136
9623,2636626,6312133,624453,619198,711832,4849481
9624,2518585,6119373,618739,617077,695813,4550183
9625,2525875,6266406,620382,631555,703819,4944005
9626,3409103,6060558,641027,639867,711667,4855940
9627,2469845,6157104,598315,617963,754055,4836683
9628,2500860,6043553,614324,617577,723575,4358187
9629,2468550,6143448,602280,622528,710238,4641215
9630,2500605,6114210,601582,621636,706430,4331643
9631,2509681,6086976,629739,619047,709002,5059400
9632,2742428,6350433,617437,624539,710834,4805468
9633,2655375,6359129,610965,618581,703131,4452189
9634,2575416,6121788,656026,648854,707926,4317797
9635,2597988,6181247,627563,649340,716753,4770232
9636,2957336,6128214,618906,638566,698697,5029365
9637,2580318,6231954,626590,643405,703846,4835969
9638,2542800,6166979,601601,615003,702340,4436156
9639,2526799,6199202,607157,613753,709692,4284893
9640,2515243,6074843,635323,630973,711088,4334569
9641,2543466,6095447,598108,617917,707387,4372977
9642,2519992,6117168,622163,629717,736083,4846298
9643,2535474,6182975,612216,628305,703050,4404035
9644,2525956,6240957,616789,618887,696791,4403140
9645,2490281,6060735,612654,616013,696597,4318272
9646,2528957,6100176,618276,625360,714904,4740811
9647,2530521,6131641,610166,631244,742422,4617929
9648,2526684,6114074,626645,631624,722616,6707391
9649,2499678,6116603,647426,621929,784032,5283086
9650,2528224,6165650,631968,640244,702942,4607192
9651,2500816,6187594,611410,629219,709364,5420180
9652,2568258,6180362,606217,644363,700899,4502706
9653,2494369,6317215,602973,624690,699391,4838547
9654,2544309,6065704,608081,622170,719771,4550272
9655,2495195,6310535,617206,644007,716105,4509908
9656,2647040,6168690,641497,650528,782506,4794583
9657,2498868,6222038,596873,633701,718714,4467828
9658,2731171,6093454,601791,637667,702147,4513469
9659,2530929,6249093,624445,634574,707505,4790953
9660,2545440,6313419,606694,614631,743830,5064987
