Iteration,Payee_ns,Bank_ns
1353,2647642,10964651
1354,2618544,10077070
1355,2658573,9816267
1356,2653730,9984922
1357,2742566,9894825
1358,2701571,9920731
1359,2644332,10061274
1360,2707503,10284739
1361,2648596,10141419
1362,2732926,10029441
1363,2627007,9996383
1364,2638769,9918651
1365,2665843,9926180
1366,2776330,9812540
1367,2678172,9844769
1368,2644494,10288859
1369,2666757,10398125
1370,2743360,10281399
1371,2652644,10099288
1372,2605024,10028878
1373,2690839,10030940
1374,3199591,10101278
1375,2677955,9989069
1376,2700176,11380826
1377,2678357,10012427
1378,2642042,10396967
1379,2712197,10813723
1380,2656004,11098953
1381,2656009,9876897
1382,2728339,9935122
1383,2686386,9999523
1384,2709254,9972949
1385,2625945,9915395
1386,2633539,10128816
1387,2675554,10231140
1388,2656756,10047585
1389,2664156,10418458
1390,2670507,9901838
1391,2675738,10148198
1392,2681249,10032942
1393,2642031,10383685
1394,3004747,10302383
1395,2822771,12865224
1396,2821395,10289141
1397,2627522,11335763
1398,2830654,10217677
1399,2730231,10784387
1400,2659329,10409776
1401,2645961,10262621
1402,2770757,10360452
1403,2689004,10184610
1404,2702995,10250702
1405,2677266,10515711
1406,2641114,10365874
1407,2741458,10378991
1408,2698822,10251730
1409,2703689,10156911
1410,2796144,10150174
1411,2728958,10247685
1412,2628292,10119113
1413,2678682,10371985
1414,2694590,10291403
1415,2666303,9810876
1416,2750827,9888874
1417,2658830,10686676
1418,2656200,9982321
1419,2720776,9959380
1420,2657750,10006178
1421,2642611,9816586
1422,2659868,9845687
1423,2723349,9860052
1424,2666268,9897363
1425,2638614,9960642
1426,2627154,9921129
1427,2651478,9951062
1428,2712987,10144566
1429,2683265,10238388
1430,2665001,10019423
1431,2699798,9994045
1432,2667003,9893143
1433,2645310,10748073
1434,2784328,9923510
1435,2670251,9869909
1436,2618461,10211475
1437,2641280,10055434
1438,2657189,10125790
1439,2634651,11456966
1440,2679585,10144969
1441,2723861,10171893
1442,2655024,10260788
1443,2616686,10208970
1444,2690386,10315543
1445,2636814,10335869
1446,2662611,10079183
1447,2694975,10065505
1448,2717427,10173003
1449,2637447,10215138
1450,2657925,9912375
1451,2745506,10045320
1452,2657270,11334808
1453,2677129,10295004
1454,2632041,10011475
1455,2729803,10206277
1456,2686240,9936449
1457,2694036,9915285
1458,2633949,9930485
1459,2661327,9983649
1460,2668089,9841807
1461,2698781,10186743
1462,2609778,9904226
1463,2608135,9921380
1464,2585477,9856388
1465,2615947,9905652
1466,2641912,9731509
1467,2649931,9819754
1468,2687172,11105624
1469,2641704,9972882
1470,2677334,9812191
1471,2656197,10156050
1472,2680938,9846410
1473,2728715,9864940
1474,2652572,10154561
1475,2638921,10222770
1476,2659677,10059847
1477,2662212,10068482
1478,2631497,9756830
1479,2770077,9883713
1480,2663651,9848875
1481,2666105,9954327
1482,2656973,9989309
1483,2619509,9846787
1484,2632449,9937084
1485,2669820,9941390
1486,2731031,10028976
1487,2638498,9892962
1488,2651960,10014355
1489,2689309,9948120
1490,2726208,9936342
1491,2648836,9968166
1492,2669457,9851143
1493,2675008,9897659
1494,2645773,13388823
1495,2706161,10029887
1496,2670520,10031575
1497,2649985,10120163
1498,2705904,10026613
1499,2640065,10163220
1500,2648451,10172175
1501,2664170,10227727
1502,2706419,10115419
1503,2631174,9893028
1504,2686065,10064430
1505,2712068,10193881
1506,2717437,10058316
1507,2677187,10363323
1508,2631052,10198199
1509,2736668,10037362
1510,2654036,9974180
1511,2666249,9976694
1512,2631420,9947212
1513,2720552,10013939
1514,2659144,9850876
1515,2662958,10021365
1516,2696518,10248678
1517,2651727,10012991
1518,2793502,11002848
1519,2667422,10228742
1520,2692171,10315162
1521,2650529,10140235
1522,2639990,10101239
1523,2693695,10550522
1524,2656994,10357942
1525,2643500,10219756
1526,2758774,10145547
1527,2660783,9936144
1528,2636921,10026240
1529,2669613,10122916
1530,2712304,9833341
1531,2681698,9899441
1532,2750986,10204598
1533,2695675,10144798
1534,2699594,9923109
1535,2645075,9972458
1536,2675091,10115526
1537,2617636,9853568
1538,2667170,9875702
1539,2642515,13655258
1540,2689175,10071418
1541,2706530,10195086
1542,2676827,10319874
1543,2682669,10102029
1544,2717972,10001845
1545,2670887,10080922
1546,2815221,10145542
1547,2699086,10092577
1548,2674143,10233806
1549,2640373,10467892
1550,2681496,10348332
1551,2646819,10138755
1552,2683634,11447197
1553,2633140,10118946
1554,2703817,11151292
1555,2666474,9860899
1556,2640981,9984208
1557,2646499,9848292
1558,2658482,14245843
1559,2708952,10101023
1560,2667062,9982361
1561,2708092,9961548
1562,2689296,9822965
1563,2740809,11931472
1564,2682637,11325919
1565,2665986,9979921
1566,2721497,9967076
1567,2658423,9904029
1568,2632558,9789342
1569,2696707,10198857
1570,2684702,10166821
1571,2709417,10299860
1572,2750971,10369247
1573,2679238,10182388
1574,2729027,10783188
1575,3613040,10352825
1576,2735505,10210547
1577,2647574,10042038
1578,2679703,10095374
1579,2691740,10173841
1580,2677517,9884795
1581,2706446,10078183
1582,2616189,10756051
1583,2651670,10036866
1584,2625343,9781314
1585,2657663,9972830
1586,2680251,9879404
1587,2614986,9769640
1588,2647138,9927090
1589,2654453,9935297
1590,2672504,9947923
1591,2644560,9756986
1592,2654428,9825789
1593,2661601,10542669
1594,2670813,9803878
1595,2706778,9804504
1596,2604070,10064090
1597,2667848,10907889
1598,2684257,10925987
1599,3583701,10348722
1600,2693765,11461077
1601,2750543,12381073
1602,2700143,10772688
1603,3764407,10951708
1604,2634599,10872488
1605,3586241,10612523
1606,2917223,10848632
1607,2614398,10522716
1608,2703772,10606037
1609,2711368,11780829
1610,6269889,14700299
1611,3116651,10983156
1612,2695117,11704611
1613,2662484,10282877
1614,2660994,10158422
1615,2674818,10659086
1616,2665733,10062752
1617,2721617,10047948
1618,2711885,10278824
1619,2664978,10227024
1620,2722131,10065364
1621,2647368,10043732
1622,2675028,10877226
1623,2635669,10341138
1624,2731550,10268440
1625,2797763,9916559
1626,3085456,9974594
1627,2676831,10155484
1628,2671388,13150950
1629,2621638,10482195
1630,2660722,10045375
1631,2830812,10028598
1632,2710550,9983482
1633,2655004,10213023
1634,2647477,11419707
1635,2633807,10450610
1636,2655428,10203217
1637,2674096,10925810
1638,2648472,9948482
1639,2644828,10192779
1640,2649284,10837169
1641,2812635,10239123
1642,2834278,10303814
1643,2716037,10221191
1644,2677927,10290791
1645,2687466,10579886
1646,2686589,10454657
1647,2694249,10385420
1648,3015697,11050100
1649,2707557,10799625
1650,2645292,10768928
1651,2690997,11017017
1652,2700970,11228945
1653,2817247,10514225
1654,3592809,10372175
1655,2709054,11658318
1656,2696610,10377769
1657,2808031,10421641
1658,2649313,11500728
1659,2636477,10688820
1660,2742796,10813331
1661,2682216,10225530
1662,2721911,10266432
1663,2728202,10585763
1664,2633026,10231504
1665,2648708,10077669
1666,2673754,9925806
1667,2724112,11156407
1668,2700596,10274099
1669,2685531,10079625
1670,2673793,10113514
1671,2666322,10201241
1672,2652625,10134333
1673,2658839,10018019
1674,2715508,10343216
1675,2637742,10188054
1676,2913186,10529773
1677,2699622,10630632
1678,2655303,10441356
1679,2628937,10374069
1680,2710331,9871086
1681,2707687,10061261
1682,2658188,10225517
1683,2678532,10457506
1684,2634257,10142540
1685,2703507,10127334
1686,3044880,10143059
1687,2635614,10363031
1688,2770080,10484436
1689,2673264,10487421
1690,2703521,10011343
1691,2656388,11094349
1692,2628967,10196918
1693,2686086,10188632
1694,2640905,10342364
1695,2849694,10031243
1696,2646754,10113339
1697,2681078,10824137
1698,2636660,10918908
1699,2628223,10380963
1700,2648614,10110581
1701,2760199,10207531
1702,2868733,10248837
1703,2698264,10170031
1704,2766590,10160358
1705,2641566,10308542
1706,2681840,10118169
1707,2696454,10123536
1708,2722047,10250894
1709,2679076,10155183
1710,2732849,10773366
1711,3359418,10872257
1712,2854839,11715354
1713,2607359,10329315
1714,2662766,10585124
1715,2744797,10840460
1716,2688727,10242444
1717,3620235,10235319
1718,2685118,10704734
1719,2609906,11903265
1720,3551468,13463770
1721,2943107,13572629
1722,3448107,10775191
1723,3673556,10821586
1724,2706233,10980762
1725,2677004,10816843
1726,3211246,10253514
1727,2670085,10527289
1728,2655579,11331889
1729,2632923,10179483
1730,2658752,10208852
1731,2667706,10230510
1732,2628523,9847237
1733,2679010,10199369
1734,2662359,10049592
1735,2658305,10247783
1736,2697787,10605292
1737,2664304,10026363
1738,2670127,10049873
1739,2635378,10031976
1740,2708649,10211716
1741,2662670,10118470
1742,2677242,10005900
1743,2642363,10316040
1744,2665526,10103531
1745,2634973,10698678
1746,3443558,10673601
1747,2836187,9903729
1748,2727319,9957651
1749,2668749,10521485
1750,2645142,10355167
1751,2661886,10176637
1752,2707183,10071982
1753,2690960,10024067
1754,2667158,10170931
1755,2662163,10245367
1756,2632800,10217076
1757,2748681,10783499
1758,2891897,10388813
1759,2640380,10003128
1760,2665084,10413808
1761,2684039,10053146
1762,2646506,9760910
1763,2647787,10004390
1764,2713870,10140901
1765,2678808,10068569
1766,2678968,10532102
1767,2729664,10036660
1768,2847548,10072592
1769,2649191,10158394
1770,2666214,10499252
1771,2773853,10245062
1772,2661828,10005027
1773,2868230,10166577
1774,2676434,10286985
1775,2668310,10155263
1776,2647299,10344553
1777,2695576,10144836
1778,2843450,10155001
1779,2659142,10193546
1780,2675803,10495104
1781,2675708,10245075
1782,2720060,10037999
1783,2727726,10150361
1784,2657167,10330668
1785,2743647,10487626
1786,2645505,10450951
1787,2672294,10109484
1788,2832647,10273915
1789,2688739,11148702
1790,2718680,10178043
1791,2642963,10479526
1792,2671800,9886660
1793,2757062,10218012
1794,2692649,11092794
1795,2671912,10001524
1796,2702524,10165853
1797,2712622,10248214
1798,2906945,10107772
1799,2666069,11034751
1800,2697560,10083143
1801,2663684,10046613
1802,2698211,10169934
1803,2701877,10085678
1804,2981446,10034284
1805,2645685,10704754
1806,2610387,10062698
1807,2687743,9934793
1808,2714341,9901286
1809,2730880,10096634
1810,2755216,10236122
1811,2677087,10077577
1812,2703798,11066735
1813,2697265,10137070
1814,2803988,10107493
1815,2692353,10224052
1816,2641749,9981771
1817,2669117,10030510
1818,2697757,10033377
1819,2820774,10392645
1820,2690416,10233090
1821,2678931,10137750
1822,2692503,10260047
1823,2852514,9957110
1824,2626376,10074545
1825,2782802,10213414
1826,2699406,10909363
1827,2651680,10575952
1828,2711681,10170857
1829,2811637,10244380
1830,2672658,10198471
1831,2663780,9829176
1832,2688826,10001478
1833,2686628,10028593
1834,2759105,9743483
1835,2686626,10135010
1836,2679395,10379744
1837,2671021,10063231
1838,2668678,10037986
1839,2727423,9888964
1840,2666846,10099179
1841,2718251,12557433
1842,2739151,11218485
1843,2730720,11191026
1844,2698433,10005075
1845,2705202,9867817
1846,2715042,15032024
1847,2672879,10822024
1848,2704229,9984853
1849,2646505,10724207
1850,2672257,10704295
1851,2645867,10025142
1852,2668722,10161358
1853,2687909,9941058
1854,2677956,9887695
1855,2673388,9836695
1856,2652856,9952123
1857,2732225,9849812
1858,2684751,10125918
1859,2635029,18220477
1860,2661771,9989230
1861,2707215,10113896
1862,2629862,9990996
1863,2662594,9989197
1864,2682353,10014745
1865,2644959,9898379
1866,2677911,11490079
1867,2675155,9884697
1868,2729210,11391558
1869,2677224,11191445
1870,2662224,9847550
1871,2804998,9855775
1872,2692526,11905805
1873,2641150,10006031
1874,2877128,9901831
1875,2662706,9936489
1876,2664204,9809392
1877,2687906,10173109
1878,2669204,9858211
1879,2712835,10251800
1880,2680123,9935386
1881,2652404,10061627
1882,2645520,10065245
1883,2648331,9929887
1884,2824449,9897468
1885,2691265,9952681
1886,2625980,9950697
1887,2729928,10193199
1888,2738387,10170837
1889,2797518,10078279
1890,2756157,10532398
1891,2726550,10211073
1892,2726527,10326128
1893,2660525,10335593
1894,2753845,10361682
1895,2638307,10299556
1896,2648675,10439790
1897,2695378,10276168
1898,2636507,1453151979
1899,2671077,10263185
1900,2634746,10416472
1901,2693909,10418293
1902,2677284,10266738
1903,2643653,10452191
1904,2665352,10153474
1905,2915760,10162743
1906,2697959,10204031
1907,2679296,10447097
1908,2693676,10396674
1909,2720551,10321582
1910,2709965,10277643
1911,2736764,10210344
1912,2818624,10011548
1913,2700919,10124764
1914,2697803,13870263
1915,2703825,10262353
1916,3688181,14350673
1917,2684063,10817724
1918,2739451,11019056
1919,2697593,10908047
1920,3045847,11110672
1921,2994461,11966606
1922,2721773,11448727
1923,2675333,12562946
1924,3398896,11126553
1925,2776483,10402165
1926,3556376,11201352
1927,2748356,10958516
1928,2932080,10526985
1929,2719101,11497469
1930,2696761,10422935
1931,2722579,10472691
1932,2731120,10363406
1933,2666594,10357451
1934,2711900,10265274
1935,2834246,10155027
1936,2799995,10389938
1937,2703594,10289931
1938,2759312,10235402
1939,2722284,10006491
1940,2704975,10767767
1941,2732706,10325289
1942,2664689,10415712
1943,2713677,9843341
1944,3052605,10116078
1945,2708226,10314218
1946,2681938,10815878
1947,2718309,10297766
1948,2751032,9930645
1949,2982185,10319343
1950,2646615,9923135
1951,2753237,10123751
1952,2684024,10416588
1953,2715816,10286705
1954,2736589,10463266
1955,2714464,10439541
1956,2709729,10177887
1957,2731616,10100929
1958,2703896,10242947
1959,2659351,10167905
1960,2690997,10353041
1961,2727642,10339115
1962,2693853,10158098
1963,2724078,10093720
1964,2746489,10196897
1965,2721234,10104662
1966,2789676,10278947
1967,2686401,10488697
1968,2663847,9829199
1969,2695118,10325347
1970,2704128,10503637
1971,2765235,10682758
1972,2747162,10489951
1973,2779568,10221527
1974,2698205,10318966
1975,3704248,10697042
1976,2786606,10197694
1977,2734594,10109975
1978,2770655,10313094
1979,3082499,10512073
1980,2730078,10593754
1981,2700453,10219789
1982,2737080,10504107
1983,2700627,9984618
1984,2924344,10111932
1985,2657616,10242125
1986,2720279,10147005
1987,2730683,15810315
1988,2686833,10722536
1989,2724103,10371549
1990,2948084,10309354
1991,2841790,10516927
1992,2714164,11345954
1993,2879872,10123748
1994,2678505,10553625
1995,2712172,10343541
1996,2805299,10247400
1997,2686847,10200159
1998,2751406,10275156
1999,2712991,10099184
2000,2717344,9942988
2001,2943178,10182596
2002,2702040,11455324
2003,2729354,11114926
2004,2724521,10216471
2005,2673940,10192488
2006,2676482,10091684
2007,2861082,10256535
2008,2704603,10153489
2009,2661477,10385951
2010,2681089,10079551
2011,2714574,10493067
2012,2747474,10110212
2013,2793296,10425491
2014,2737126,10533198
2015,2704702,10068817
2016,2743301,10197840
2017,2729238,11172801
2018,2709401,10336651
2019,2672248,10377977
2020,2786853,10178774
2021,2738874,10357904
2022,2632892,10314156
2023,2685874,10293901
2024,2722613,10646686
2025,2714788,10155121
2026,3023084,10271616
2027,2678196,10066751
2028,2787003,10259213
2029,2712681,11265753
2030,2723003,10217712
2031,2763290,10145438
2032,2691032,10451338
2033,2716602,10114188
2034,2716888,10005813
2035,2651291,10095065
2036,2780335,9989611
2037,2834310,10448638
2038,2685911,10278316
2039,2677680,9920328
2040,2873462,9977165
2041,2699652,13882025
2042,2783866,10084193
2043,2716087,10069508
2044,2663591,10138848
2045,2709554,10259094
2046,2814885,10250239
2047,2711263,10940176
2048,2705543,10058019
2049,2697323,10162560
2050,2676031,9992899
2051,2663645,10231642
2052,2664558,10062320
2053,2693506,10425401
2054,2700770,11109660
2055,2734423,10273970
2056,2836264,10174009
2057,2750515,10018831
2058,2684484,9952455
2059,2685741,10253881
2060,2733189,10349401
2061,2681675,10041819
2062,2745179,10041200
2063,2724955,10229494
2064,2701007,10118740
2065,2728243,13699488
2066,2675155,10137948
2067,2659476,10039017
2068,2753625,10210724
2069,2892291,10332112
2070,2750435,10105643
2071,2816361,10168703
2072,2777272,10062748
2073,2652120,9954417
2074,2712631,9938112
2075,2737393,10104727
2076,3437093,10024051
2077,2685938,10199742
2078,2685776,10122778
2079,2726435,10048904
2080,2679819,10378856
2081,2700346,10088731
2082,2695942,10178361
2083,2892428,10816496
2084,2726274,10264594
2085,2700921,10114708
2086,2674980,11813280
2087,2709465,10422810
2088,2713300,10172594
2089,2638119,10129302
2090,2771296,10118556
2091,2857812,10087445
2092,2737301,10104235
2093,2681979,11631156
2094,2731364,10545519
2095,2724726,10253306
2096,2738755,10013556
2097,2794818,10109277
2098,2694971,10096485
2099,2696721,10265357
2100,2684842,10000828
2101,2702660,14739161
2102,2705529,10227116
2103,2738561,10304316
2104,2696356,10007345
2105,2667496,10085686
2106,2696482,11409080
2107,2677072,10001793
2108,2726669,10378413
2109,2680771,10051711
2110,2702258,10242733
2111,2687326,10009905
2112,2705812,10133269
2113,2743772,10128915
2114,2728719,10002876
2115,2694660,10119143
2116,2702062,10545044
2117,2716516,10023258
2118,2931329,11178682
2119,2667488,10499213
2120,2712959,10127587
2121,2729814,10020012
2122,2656116,10296105
2123,2724197,10039249
2124,3142022,10110272
2125,2742089,10192705
2126,2703611,10299380
2127,2719078,10066971
2128,2743471,10352391
