Iteration,Payee1_ns,Bank1_ns,Payee2_ns,Bank2_ns,Payee3_ns
723,1937430,8199436,661973,663723,462909
724,1981972,8624231,648614,646238,464617
725,1974684,8351748,782756,762699,477291
726,1988519,8212179,654374,658709,478461
727,1970909,9242425,650935,649774,477024
728,1977553,8334504,1473152,744187,452767
729,1984615,8338730,658402,666494,476843
730,1925237,8382102,656503,757686,579326
731,1934611,8232166,642539,640171,572499
732,1956001,8343796,652735,652661,471897
733,1935754,8693263,843933,642621,460932
734,1932075,8332695,747211,670672,469391
735,1909484,8033914,650009,650549,467318
736,1941096,9234866,656162,655879,463102
737,1972003,8382282,664088,654823,467875
738,1945938,8313886,663964,662809,471109
739,1931823,8277607,677047,638711,472107
740,2065515,8546878,649401,652299,470502
741,1944878,9571757,679856,657411,461029
742,1937317,8359045,647436,647367,478682
743,1999922,8586942,667953,649647,467260
744,1937306,9181377,666572,648556,470054
745,1915495,8103576,635425,632343,464355
746,1934775,8498032,679743,673139,486158
747,1920627,8293587,662246,635600,466535
748,1945475,8112920,658702,651477,487381
749,2032868,9362814,653246,640727,481527
750,1934798,8246717,633966,636706,464983
751,1943533,8235245,648274,663284,463475
752,1914365,8168873,764824,747646,511598
753,1976614,8000582,642338,638290,504724
754,1939668,8320891,632845,650724,469348
755,1979381,8949292,661769,647486,471467
756,1979088,8203239,679266,637533,461544
757,1957885,7929739,672897,732294,490846
758,2116027,8138664,657034,652827,464947
759,1962870,7880913,635443,653145,467036
760,1916122,8225899,951211,658810,453324
761,2053645,8239393,665060,678319,475190
762,1927752,8011074,632534,728030,457780
763,2022585,8233291,641396,641911,466394
764,1927472,8154200,660924,647738,470110
765,1948908,7897186,650542,706768,649347
766,1962231,8082617,647590,667801,490155
767,1958162,8343115,643105,649650,585539
768,1923939,8258301,669604,661520,470281
769,2001718,7999489,629044,647614,469853
770,1919005,8195263,652662,653182,478169
771,1956166,8388351,661157,640856,471184
772,1910923,8465637,659977,665117,474880
773,2089156,8246480,652928,675558,466801
774,1958357,9060504,671325,666366,468860
775,1964974,8929374,633676,642346,484658
776,1919561,7938970,681912,673215,449420
777,1909172,7891628,631411,664867,465077
778,1956016,7835436,661916,666507,519846
779,1949634,8317700,656874,685946,478576
780,1937245,8177069,656764,672796,464338
781,2116492,8140869,653626,654763,463851
782,1897964,7973666,685795,714877,451555
783,1905272,7871772,625284,630599,461607
784,1930063,7829121,679720,653648,465510
785,1921966,7824966,667379,687525,470669
786,1930554,7925642,641849,644539,461226
787,1942989,8010364,666629,690079,452516
788,1939148,8022499,634916,659184,468322
789,1930134,8083107,640482,653648,466653
790,1899228,8075308,648217,657547,469375
791,1926011,8249658,1468286,757573,453963
792,1938059,8176682,673770,768879,571176
793,1986987,8009687,648134,645982,459752
794,1915400,8061199,666298,664031,472724
795,2036415,9244462,658420,663183,463602
796,1961668,8147800,647447,642077,463995
797,2052175,8014327,684680,727830,478244
798,1952811,8088215,634013,635215,466962
799,1968530,7955199,639817,655161,461724
800,1952745,8069793,644072,646863,458985
801,1916422,10799145,683161,652606,459285
802,1913279,8272729,644629,652520,463793
803,1985535,9517087,745070,644913,580661
804,1922861,8018411,631588,647011,462752
805,1966697,7975805,724728,770798,614775
806,1997723,7811182,627351,635328,460457
807,1916023,8291600,646057,668348,465601
808,1919911,7863088,640537,652511,465269
809,1956518,8957403,656583,651870,462543
810,2084266,9311040,697606,666208,466646
811,1959398,8106927,671692,708785,466843
812,1955573,7848325,642883,647916,462168
813,1948461,8832735,667630,749698,520870
814,2094760,8602872,673646,656962,489379
815,1945017,8320874,666398,648251,469346
816,1956922,8189326,659790,784654,463016
817,2062389,8862849,658675,665235,457402
818,1968102,12278892,646887,635780,475104
819,1902338,8425973,688416,671378,455005
820,1925874,8115880,673129,658342,474178
821,1944817,8026491,650231,651798,464574
822,1944743,8205197,649059,765508,468866
823,2225444,8579598,657186,640776,461699
824,1915968,9421303,663979,648675,467916
825,1903895,8293591,664953,725797,510025
826,2029295,8224102,636200,669254,487249
827,1945722,8299778,654743,666111,468185
828,1927956,8344841,646601,637897,466451
829,1944414,8087840,658068,645075,481745
830,1992288,8189718,647926,652525,458636
831,1918358,8076028,655557,644674,472236
832,1925499,9277975,651094,636815,463635
833,1919317,8464553,644063,680197,546501
834,2040501,7973617,640295,641638,462776
835,2257202,8303822,645681,661418,471809
836,2088055,8486366,731157,656913,467627
837,1934520,8177248,670369,652185,471574
838,1955980,8432872,658270,672686,698185
839,2004985,8411645,651317,638470,464255
840,2020518,8378338,650991,665511,482718
841,1948751,8648125,670679,659986,464875
842,1931848,8142679,663468,747218,462350
843,1972149,8110945,672355,658488,468001
844,1932435,11487157,650040,656645,474077
845,1902293,8100127,652022,658995,467020
846,1920513,8517439,664266,651070,469462
847,1951473,8047063,656482,662605,468027
848,1936281,7996423,651983,658161,466858
849,1941490,7963249,641784,633470,468573
850,1955147,7723159,653143,659403,472591
851,1937187,7763771,649912,666284,469157
852,1957833,7814995,641471,649347,468009
853,1990718,8074351,650680,666647,466992
854,1895146,8041127,645260,652923,484819
855,2054526,7945327,648584,656773,466544
856,1913689,7828390,654701,703801,460339
857,2181815,8110348,652515,648993,464867
858,1940862,7800091,649012,678062,470258
859,1922841,7852091,664750,642321,466184
860,1960524,8113025,673621,667434,475919
861,1951500,8197439,684002,681417,464719
862,1913711,8285728,648617,663809,478373
863,1930013,7966485,651202,655895,470542
864,1945636,8626900,645604,634223,462170
865,1912105,7748923,645355,641823,463260
866,2032834,7744217,642645,651653,464149
867,1948477,8159844,658413,660521,465445
868,1951521,7907781,650376,655272,477454
869,1890888,7875137,629615,655353,466402
870,1954736,7842895,640168,650355,470527
871,2018875,8033791,637945,650483,464005
872,1995413,8051325,651721,661579,470213
873,1924065,8124518,660671,657623,473140
874,1931382,7907616,650816,658519,479638
875,1955982,8054454,652510,655909,467337
876,1944015,8083307,662118,666475,478654
877,1978612,7979842,650737,660081,472482
878,1954708,7990820,650264,639989,461678
879,1899798,8097584,653208,654002,464530
880,1983770,8295695,671631,664501,470714
881,1945435,9750300,678671,671752,474564
882,2008772,8484019,680716,662878,463337
883,1959509,8266106,650375,657048,477536
884,1934672,8297942,653866,675582,474669
885,1971207,8241001,678722,663905,464985
886,1959885,8375730,659306,651359,466655
887,1960788,8071112,681261,669396,463817
888,1918739,8240924,659137,650180,472996
889,1926405,8068189,652394,654611,502090
890,1950985,8399052,671646,649626,471995
891,1980902,8107139,665590,655180,473625
892,2024691,8184404,649395,649806,474617
893,1993778,9256612,648768,647345,470434
894,1931124,7872853,670726,656549,476024
895,2000463,7891740,650186,661565,470432
896,1917199,7908385,645603,657974,470590
897,1952496,7872211,651925,696371,516528
898,1946210,7912609,634726,644457,471017
899,1934966,7926238,662608,662934,470366
900,1917818,7792200,639222,640639,458156
901,1950071,8084037,674852,655999,449435
902,2010708,8060518,668724,656851,466364
903,2024557,8122253,670432,697908,470307
904,1949109,8196182,675885,677554,468215
905,1988386,8097937,682657,639265,464708
906,1992212,8263407,662525,646316,464862
907,1967010,8021102,656648,648738,463327
908,1945647,7759781,637544,634409,481158
909,1992036,7819932,673578,654152,470727
910,1947962,7852051,640300,651551,464155
911,1921417,8198272,650935,648467,467462
912,1935469,9108874,640055,656928,469960
913,1966611,7914501,631315,641711,460454
914,1938765,8232458,686893,669399,456129
915,1943280,9441629,671109,724407,456013
916,1973648,9477670,651975,644819,465239
917,2063763,8676268,661056,662360,476010
918,1979329,8142491,662838,639642,459724
919,1935489,8194322,642161,647706,465393
920,1961632,8474741,783802,704528,453125
921,2827499,8889752,651913,663656,491686
922,1942859,8286501,654606,639429,466744
923,2005328,8260989,648290,652576,469234
924,1906686,8293971,670751,712715,469929
925,1960802,8143024,668346,664544,463968
926,2030238,8667347,672475,683832,462642
927,1939412,8157684,660881,659975,510445
928,2217335,9808172,642593,633979,475145
929,1931196,8335601,653080,658023,473179
930,1958695,8358561,659011,681649,469469
931,1910174,8178438,639653,639628,469078
932,1949386,8289297,646423,644225,465795
933,1972298,9409874,654588,654482,466729
934,2225473,8253063,670617,658613,592238
935,1990961,8405814,661465,663122,467786
936,1935279,8328076,668891,682715,499728
937,1985397,8373391,641720,650482,464836
938,1949563,8335813,668350,724048,480844
939,1988432,8188324,640031,678974,474282
940,1922268,8240784,689460,739964,464840
941,1978740,9573727,648495,642923,467002
942,1907973,8179355,640326,665568,500222
943,1955624,8133835,640582,708812,473959
944,2069707,8415494,640844,641712,463089
945,1916108,8356221,649416,650676,479603
946,1957133,8317277,741795,723681,514057
947,1996106,8325912,796274,672062,477560
948,1957382,8183360,655792,659613,493000
949,1960416,8250791,670789,695521,462385
950,2136861,8382933,650327,667774,465358
951,1963094,9559689,658319,666735,471225
952,1905644,8344030,733459,737813,558606
953,2009039,8258600,664339,676084,462809
954,1957316,9715125,646237,638240,470194
955,1992196,8096783,640734,633585,463149
956,1996634,8437788,668039,660270,463150
957,1954679,8398274,678713,661599,466776
958,1932179,8437020,673744,657771,471700
959,1958159,8146664,673010,692553,503544
960,2141469,8776834,951389,661187,461590
961,1964297,8037676,649053,672873,465861
962,1928457,7889153,649196,648709,468754
963,1916688,7820057,645554,640422,463692
964,1995722,8885049,641350,648558,481423
965,2039538,7901728,635329,654952,476463
966,1953284,8040059,651791,687409,478046
967,1936073,7832611,647705,648071,464545
968,1895773,7882949,645434,675752,469523
969,1946219,8207066,637789,650024,479334
970,2046818,11342642,664847,675927,471471
971,1985298,7791599,644197,641834,462523
972,1964841,7923669,659537,652938,464606
973,1963208,8243778,654651,649517,468506
974,1930287,8028554,674763,685822,451454
975,1937993,8773367,647285,632085,508362
976,1930001,7996916,672646,682528,442987
977,1906468,9098499,665089,637656,468288
978,1909251,10025265,659750,650793,460723
979,1953715,8740824,678032,712545,466145
980,1948076,8215673,675717,651981,485352
981,1907290,8090549,634806,637088,470052
982,1923720,8364220,649772,649637,468337
983,1991660,8650661,660897,638407,462801
984,1962423,8911875,763204,639373,464163
985,1971393,1820442356,656404,645404,466659
986,1925457,8271090,1151872,671723,456073
987,2006161,9715360,687888,709329,485931
988,1993324,8424902,672429,657864,469916
989,1993665,8348190,667145,643621,468477
990,1944722,8266319,641093,702950,486784
991,2013279,8255609,658817,656989,481230
992,1996450,8508197,703985,660358,469762
993,1951532,8262852,672005,645156,460307
994,2070499,8288709,639169,646121,469378
995,1947395,8106594,636565,646290,477825
996,1946743,8700600,671677,645030,476274
997,1942649,8303883,693317,687273,460296
998,1952954,8171064,1137426,681256,457285
999,2006422,8125160,640957,656435,470831
1000,2091124,8204456,660215,658247,461191
1001,1987456,8428001,659952,651754,480323
1002,1967445,8857610,685791,748684,458583
1003,1911964,8105260,638772,653423,468275
1004,1929102,8092885,663712,660742,467966
1005,1964080,8236168,650295,648552,475720
1006,1960196,8242435,703813,708738,476670
1007,2040580,8068476,645832,647740,466241
1008,1953252,8402715,644211,645602,460052
1009,1910711,7891204,657867,661551,467329
1010,1946521,7882298,672013,699104,482959
1011,1961023,7917634,639036,640406,460285
1012,1935959,7962429,642228,667463,464088
1013,1969144,7931399,633528,656675,470367
1014,1946675,12119952,645119,640381,467288
1015,1935891,8048137,625983,748075,505483
1016,1954751,7907185,646621,636930,462244
1017,1920296,7834276,682671,676642,459642
1018,1922597,7891751,634950,646963,470149
1019,1953274,7984463,642320,680107,474702
1020,1913116,8059257,623950,637037,474430
1021,2074735,8097355,638062,632304,502911
1022,1940758,8343442,658822,662976,461628
1023,1925939,8217245,645985,649621,462891
1024,1890877,8011726,640873,650456,468647
1025,1908608,8161257,648800,660480,460952
1026,1911702,7904841,639282,661170,472063
1027,2126052,8373411,679335,658650,474245
1028,1959784,8056319,645034,652116,468065
1029,1931624,7936903,710268,657050,469150
1030,1960616,8460763,658911,653946,465406
1031,1918163,7973836,680879,743151,454956
1032,1980929,8122841,660596,648672,465466
1033,1912473,9152243,681337,653230,468072
1034,1938852,8451967,1077403,679150,463254
1035,1996080,8227859,658232,678243,470843
1036,1999092,11523633,664066,690366,471300
1037,1954500,7942534,648449,648079,478527
1038,2007694,8405282,673319,669963,465151
1039,1936733,8137754,647733,668517,481159
1040,1907970,8246129,678313,653131,459870
1041,1914897,7885248,653907,665444,460320
1042,1969640,8043389,663632,657719,469789
1043,1946838,8060776,637531,638317,465115
1044,1998929,7938364,645939,645573,476710
1045,1972602,8223172,665057,692976,485724
1046,1920712,11306070,650906,647284,466313
1047,1938573,10851634,633009,655383,466694
1048,1966454,8127845,667638,651316,457050
1049,2017801,8891236,663014,655176,474352
1050,1898672,8084216,646798,647704,609438
1051,2045708,9579472,644749,659854,469057
1052,1941113,8483655,652661,644871,505938
1053,2021897,8232837,687629,719169,458000
1054,1929413,7972702,702597,833924,475959
1055,1955694,8326863,656661,664094,467710
1056,1993182,9890494,994533,661807,453214
1057,1925469,8616536,660550,659103,468392
1058,1914131,8291596,648746,682771,455843
1059,1954104,8078786,660567,683325,475533
1060,2031352,8159671,650576,670901,495430
1061,1967587,8354688,649098,653089,473991
1062,1899845,9239077,644960,643358,463198
1063,1932407,7872423,665847,645702,470789
1064,1911200,8164091,643508,635592,471185
1065,1973786,8090090,647709,677112,459353
1066,2060621,8158274,667404,666840,465386
1067,1950098,8255819,676361,645070,459616
1068,1921523,9181871,653895,648947,473468
1069,1991531,7973026,713117,672630,470487
1070,1954200,8041860,691085,647009,463076
1071,1964925,8521945,642817,734233,466893
1072,1979607,9113045,649358,651180,460819
1073,1957119,8181746,673115,679727,476661
1074,1989185,8173343,673928,691371,502257
1075,1943843,8275812,638712,641772,470761
1076,1958888,8028265,660007,653432,510162
1077,1975624,8045098,632314,636049,464221
1078,1914066,8043850,658781,650210,468102
1079,1976223,8041753,672258,656608,469321
1080,1942888,7782670,670237,655610,450678
1081,2135834,8182274,639966,661398,467485
1082,1934655,9316684,655387,648532,463718
1083,1946035,8160641,668242,667728,468020
1084,1950343,8223582,636862,658934,503531
1085,1951544,8111196,668572,668039,555437
1086,1926459,8444333,661874,662649,457070
1087,2011697,8317929,650756,653137,460130
1088,1911285,7984104,649269,645040,468828
1089,1964295,8097654,631586,641110,466530
1090,1967934,10333348,669222,673135,476028
1091,1918992,7990473,655840,646265,462598
1092,1950676,8299376,674092,658281,455942
1093,1954515,7952371,658076,649404,465598
1094,2012763,8042674,677899,667679,454356
